DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral
3655,het,R,Female,2.1,0,Light Flicker,0,3.0,15,55675,23971,243488,172647,35869,167747,18792,194797,541467,220807
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,41381,38697,242737,208331,15855,190820,34765,178208,514522,266569
3655,het,R,Female,2.1,0,Light Flicker,0,3.3,15,48083,13541,180335,120454,23648,130634,10519,130022,376965,159356
3655,het,R,Female,2.1,1,Light Flicker,0,2.6999999999999997,15,95470,62395,446845,290642,58284,306323,60921,371593,852163,388686
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,30902,32553,275476,186708,12445,149567,28086,222516,569912,251992
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,13991,18872,207109,143485,4206,79003,15325,155516,385804,190416
3655,het,R,Female,2.1,0,Light Flicker,0,2.55,15,26483,24015,245078,190044,21546,40656,35265,216697,441196,256149
3655,het,R,Female,2.1,0,Light Flicker,0,3.5999999999999996,15,54856,7524,224082,118779,37268,126704,4956,195571,507131,154678
3655,het,R,Female,2.1,0,Light Flicker,0,3.0,15,79460,7781,160994,130878,55752,83754,9294,131762,351206,175418
3655,het,R,Female,2.1,0,Light Flicker,0,2.4,15,66872,89889,417219,385916,24725,286595,101502,297619,866218,521665
3655,het,R,Female,2.1,1,Light Flicker,0,2.4,15,51730,44205,249688,181468,20373,197529,32822,191826,437387,239397
3655,het,R,Female,2.1,0,Light Flicker,0,2.25,15,101616,130125,593672,482969,45770,415284,129476,492489,1143306,648151
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,16146,20070,161632,128995,5363,101765,16114,124240,316146,170807
3655,het,R,Female,2.1,1,Light Flicker,0,3.3,15,17592,16364,159333,127289,6321,105822,13400,125757,403646,164270
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,17944,23263,205009,146896,6078,91364,21607,154414,383621,197833
3655,het,R,Female,2.1,0,Light Flicker,0,4.05,15,30295,13058,228046,121558,16763,145662,8313,197455,561737,155918
3655,het,R,Female,2.1,1,Light Flicker,0,3.3,15,15433,27097,289272,179592,4372,154322,22949,207031,689204,239920
3655,het,R,Female,2.1,0,Light Flicker,0,3.3,15,15389,14917,195952,135912,5061,80863,13755,142428,440985,183074
3655,het,R,Female,2.1,0,Light Flicker,0,3.15,15,39081,39658,358631,245396,13276,243523,35564,258672,825273,319593
3655,het,R,Female,2.1,0,Light Flicker,0,2.85,15,34750,39575,295396,228991,13545,179906,37674,255034,630384,301821
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,40236,16390,297783,218553,18438,77089,15351,234936,600068,284914
3655,het,R,Female,2.1,1,Light Flicker,0,3.15,15,23575,38800,330591,217376,7500,188917,33657,223689,756846,287328
3655,het,R,Female,2.1,1,Light Flicker,0,2.4,15,52303,93208,522145,354847,17166,310698,96689,367101,1095199,468801
3655,het,R,Female,2.1,1,Light Flicker,0,2.6999999999999997,15,33732,60120,315226,240087,11941,219990,59285,238413,629488,315045
3655,het,R,Female,2.1,0,Light Flicker,0,3.4499999999999997,15,13122,9797,141968,88152,5954,53993,8432,124008,295809,117335
3655,het,R,Female,2.1,0,Light Flicker,0,3.4499999999999997,15,22238,18014,186530,117144,10505,127483,12961,160306,406270,151279
3655,het,R,Female,2.1,0,Light Flicker,0,2.4,15,54488,63033,272842,226808,23531,213075,60812,224527,507026,309009
3655,het,R,Female,2.1,0,Light Flicker,0,3.3,15,27990,19720,251812,163351,11071,122339,19524,173048,555873,214269
3655,het,R,Female,2.1,0,Light Flicker,0,3.4499999999999997,15,8936,20700,222450,134735,2493,103129,20850,159978,508117,186000
3655,het,R,Female,2.1,0,Light Flicker,0,3.9,15,31612,18721,312147,169971,13154,169365,16430,214439,740741,221322
3655,het,R,Female,2.1,1,Light Flicker,0,2.85,15,79865,61473,778953,538648,32788,270876,75430,620107,1746000,718107
3655,het,R,Female,2.1,0,Light Flicker,0,4.35,15,17000,4676,136290,87729,10191,63221,3297,108728,381679,116942
3655,het,R,Female,2.1,0,Light Flicker,0,4.35,15,9260,5793,143833,86188,3358,87354,3797,113207,386917,108214
3655,het,R,Female,2.1,0,Light Flicker,0,2.6999999999999997,15,50168,70643,465138,304594,17395,258976,64049,330144,829998,398245
3655,het,R,Female,2.1,0,Light Flicker,0,3.9,15,7838,5717,125488,82813,2774,57573,4790,89213,282540,109991
3655,het,R,Female,2.1,0,Light Flicker,0,3.0,15,32517,41871,329033,212668,11554,205854,41904,221151,701904,292394
